,H,RBI,AVG,OBP,SLG,OPS,ISO,XBH+
4067,188,78,0.292,0.352,0.471,0.823,0.179,0.1109570041608876
4068,178,104,0.297,0.36,0.493,0.853,0.197,0.1139430284857571
4069,183,86,0.316,0.37,0.503,0.872,0.187,0.0705329153605015
4070,189,94,0.304,0.38,0.477,0.857,0.172,0.1609686609686609
4071,175,139,0.301,0.38,0.603,0.983,0.302,0.077727952167414
4072,153,112,0.281,0.37,0.56,0.929,0.279,0.0928
4073,122,81,0.272,0.4,0.481,0.881,0.209,0.0585009140767824
4074,137,73,0.296,0.39,0.482,0.872,0.186,-0.0186567164179104
4075,172,110,0.276,0.355,0.5,0.855,0.224,0.0434782608695652
4076,190,63,0.314,0.37,0.459,0.829,0.145,0.0936106983655274
4077,146,67,0.272,0.337,0.472,0.809,0.2,0.0983050847457627
4078,146,71,0.297,0.344,0.446,0.79,0.149,0.0929368029739776
4079,166,121,0.29,0.393,0.534,0.927,0.244,0.1476608187134503
4080,179,81,0.286,0.346,0.427,0.772,0.141,0.0568990042674253
4081,132,58,0.27,0.341,0.438,0.779,0.168,0.0471869328493647
4082,160,75,0.275,0.338,0.396,0.734,0.12,0.0442748091603053
4083,161,73,0.283,0.347,0.467,0.814,0.185,0.0664556962025316
4084,142,74,0.283,0.327,0.506,0.833,0.223,0.0831826401446654
4085,171,60,0.296,0.35,0.419,0.77,0.123,0.0517241379310344
4086,159,88,0.271,0.354,0.486,0.839,0.215,0.0314371257485029
4087,170,72,0.299,0.381,0.446,0.827,0.148,0.0972644376899696
4088,138,82,0.264,0.373,0.444,0.817,0.18,-0.0435483870967741
4089,130,48,0.278,0.351,0.406,0.757,0.128,0.024390243902439
4090,175,130,0.308,0.397,0.613,1.009,0.305,0.1070889894419306
4091,147,108,0.283,0.359,0.492,0.851,0.21,0.1184433164128595
4092,139,56,0.287,0.343,0.408,0.751,0.122,0.0538033395176252
4093,165,59,0.291,0.353,0.388,0.741,0.097,0.0890937019969278
4094,164,88,0.321,0.396,0.523,0.919,0.202,0.0588235294117647
4095,169,70,0.282,0.348,0.426,0.774,0.144,0.06184012066365
4096,174,108,0.298,0.39,0.522,0.912,0.224,0.1073529411764705
4097,146,62,0.304,0.353,0.472,0.825,0.168,0.08206106870229
4098,166,104,0.294,0.352,0.497,0.849,0.204,0.0869565217391304
4099,216,99,0.313,0.353,0.483,0.836,0.17,0.1204330175913396
4100,141,81,0.271,0.33,0.475,0.805,0.204,0.0667838312829525
4101,130,64,0.239,0.319,0.426,0.744,0.187,-0.0224719101123595
4102,175,53,0.273,0.344,0.376,0.72,0.103,0.092391304347826
4103,123,99,0.269,0.372,0.535,0.907,0.266,0.0308529945553539
4104,170,91,0.28,0.324,0.484,0.807,0.204,0.0303951367781155
4105,145,74,0.28,0.326,0.436,0.762,0.156,0.0654867256637168
4106,97,70,0.216,0.287,0.473,0.76,0.258,-0.0257936507936507
4107,146,69,0.295,0.346,0.4,0.746,0.105,0.0773480662983425
4108,116,82,0.241,0.338,0.472,0.81,0.231,-0.0071174377224199
4109,132,78,0.242,0.333,0.433,0.766,0.191,0.020440251572327
4110,133,55,0.264,0.317,0.449,0.766,0.185,0.0161870503597122
4111,156,35,0.276,0.339,0.332,0.671,0.057,0.1098901098901098
4112,141,80,0.265,0.329,0.464,0.793,0.199,0.0254237288135593
4113,158,46,0.274,0.309,0.384,0.693,0.109,0.1009615384615384
4114,156,117,0.277,0.359,0.535,0.894,0.258,0.062208398133748
4115,120,76,0.262,0.362,0.461,0.823,0.199,0.0650557620817843
4116,151,74,0.297,0.383,0.474,0.857,0.177,0.0629251700680272
4117,134,68,0.28,0.341,0.427,0.768,0.146,0.0037664783427495
4118,156,82,0.284,0.367,0.42,0.787,0.136,0.1316614420062695
4119,110,64,0.246,0.353,0.388,0.742,0.143,0.032015065913371
4120,117,69,0.239,0.299,0.418,0.717,0.18,0.0589318600368324
4121,149,83,0.251,0.317,0.423,0.74,0.172,-0.0106382978723404
4122,121,51,0.252,0.334,0.405,0.739,0.154,0.1094890510948905
4123,164,70,0.277,0.366,0.421,0.787,0.144,0.1029411764705882
4124,145,61,0.27,0.32,0.38,0.699,0.11,0.0120274914089347
4125,142,88,0.258,0.359,0.436,0.796,0.178,0.0906298003072196
4126,140,69,0.246,0.312,0.375,0.688,0.13,-0.0031545741324921
4127,141,80,0.254,0.315,0.427,0.742,0.173,-0.0016447368421052
4128,147,70,0.262,0.36,0.435,0.795,0.173,0.0937019969278033
4129,134,43,0.262,0.308,0.385,0.693,0.123,0.0469314079422382
4130,128,63,0.263,0.342,0.385,0.727,0.121,-0.0491803278688524
4132,176,73,0.314,0.387,0.515,0.903,0.201,0.1234375
4133,194,144,0.301,0.379,0.575,0.954,0.273,0.1027397260273972
4134,185,81,0.289,0.348,0.484,0.832,0.195,0.0694050991501416
4135,148,108,0.305,0.408,0.595,1.003,0.29,0.0795847750865051
4136,180,148,0.3,0.397,0.604,1.001,0.304,0.1164095371669004
4137,165,108,0.317,0.394,0.565,0.959,0.248,0.1851851851851851
4138,178,69,0.3,0.345,0.465,0.81,0.165,0.1021341463414634
4139,168,101,0.269,0.329,0.466,0.794,0.197,0.0446685878962536
4140,194,81,0.301,0.331,0.469,0.8,0.168,0.1164483260553129
4141,199,98,0.304,0.349,0.515,0.865,0.211,0.1235795454545454
4142,167,80,0.305,0.378,0.475,0.853,0.17,0.0771704180064308
4143,182,57,0.295,0.362,0.403,0.765,0.107,0.0942028985507246
4144,202,70,0.309,0.389,0.45,0.839,0.141,0.0718085106382978
4145,147,78,0.292,0.366,0.52,0.885,0.228,0.0298245614035087
4146,113,87,0.271,0.44,0.535,0.975,0.264,0.0201834862385321
4147,168,88,0.283,0.348,0.474,0.821,0.191,0.0481927710843373
4148,221,91,0.331,0.385,0.513,0.899,0.183,0.1256830601092896
4149,147,121,0.263,0.369,0.541,0.91,0.278,0.0121951219512195
4150,135,56,0.293,0.359,0.445,0.804,0.152,0.0745697896749522
4151,163,100,0.283,0.375,0.534,0.909,0.25,0.0798192771084337
4152,156,69,0.27,0.329,0.407,0.736,0.137,0.0140625
4153,206,68,0.303,0.35,0.436,0.786,0.133,0.1258457374830852
4154,132,70,0.281,0.366,0.489,0.856,0.209,0.0111317254174397
4155,153,62,0.295,0.369,0.43,0.799,0.135,0.0711864406779661
4156,139,57,0.257,0.309,0.365,0.674,0.107,0.100511073253833
4157,144,55,0.294,0.372,0.411,0.783,0.117,0.0613718411552346
4158,124,71,0.262,0.352,0.43,0.782,0.169,0.0274725274725274
4159,142,71,0.278,0.342,0.438,0.78,0.16,0.0103092783505154
4160,152,78,0.284,0.325,0.45,0.774,0.166,0.090289608177172
4161,161,72,0.261,0.33,0.419,0.749,0.157,-0.0129682997118155
4162,139,50,0.276,0.29,0.444,0.735,0.169,0.0571428571428571
4163,167,97,0.269,0.32,0.463,0.783,0.194,0.0781710914454277
4164,162,144,0.292,0.388,0.594,0.982,0.301,0.1061538461538461
4165,197,75,0.316,0.366,0.439,0.805,0.123,0.1438953488372093
4166,147,73,0.264,0.328,0.469,0.797,0.205,0.1040650406504065
4167,186,57,0.29,0.352,0.397,0.749,0.107,0.0763888888888889
4168,192,116,0.305,0.367,0.496,0.863,0.191,0.1434659090909091
4169,124,45,0.254,0.322,0.352,0.675,0.098,0.0477941176470588
4170,170,123,0.291,0.379,0.512,0.891,0.221,0.1318518518518518
4171,171,104,0.268,0.309,0.512,0.821,0.243,0.0850439882697947
4172,121,55,0.255,0.32,0.436,0.756,0.181,0.0551330798479087
4173,154,87,0.255,0.303,0.413,0.716,0.158,0.0261538461538461
4174,135,79,0.277,0.317,0.516,0.833,0.24,0.1505791505791505
4175,109,65,0.251,0.367,0.513,0.879,0.262,0.0521235521235521
4176,145,86,0.274,0.333,0.512,0.846,0.238,0.0639032815198618
4177,109,74,0.236,0.322,0.446,0.768,0.21,0.0191570881226053
4178,121,71,0.252,0.301,0.412,0.712,0.16,0.0425925925925925
4179,173,82,0.291,0.343,0.449,0.792,0.158,0.1054263565891472
4180,172,89,0.28,0.355,0.436,0.792,0.156,0.0681159420289855
4181,109,61,0.251,0.355,0.373,0.729,0.122,0.041015625
4182,126,58,0.241,0.308,0.438,0.746,0.197,0.0205831903945111
4183,147,25,0.29,0.351,0.349,0.7,0.059,0.0598591549295774
4184,163,82,0.28,0.325,0.421,0.746,0.141,0.1192368839427663
4185,172,70,0.276,0.335,0.385,0.721,0.109,0.0693641618497109
4186,163,53,0.271,0.345,0.321,0.666,0.05,0.0887573964497041
4187,141,83,0.3,0.347,0.517,0.864,0.217,0.1206225680933852
4188,166,66,0.273,0.325,0.371,0.696,0.099,0.0299850074962518
4189,127,72,0.271,0.325,0.471,0.796,0.2,0.0196463654223968
4190,117,79,0.239,0.304,0.437,0.741,0.198,0.0313075506445672
4191,138,53,0.264,0.338,0.377,0.716,0.113,0.0440677966101694
4192,157,89,0.277,0.322,0.446,0.768,0.169,0.0433386837881219
4193,156,86,0.286,0.349,0.455,0.804,0.169,0.0328407224958949
4194,171,117,0.286,0.311,0.497,0.808,0.211,0.0935023771790808
4195,125,68,0.262,0.333,0.43,0.763,0.168,0.0111731843575419
4196,119,68,0.255,0.307,0.464,0.77,0.208,0.0297029702970297
4197,126,59,0.262,0.306,0.397,0.703,0.135,0.0173410404624277
4198,123,63,0.256,0.325,0.383,0.707,0.127,0.0935779816513761
4199,122,50,0.272,0.355,0.399,0.753,0.127,0.0404624277456647
4200,164,55,0.27,0.305,0.375,0.68,0.105,-0.004601226993865
4201,155,62,0.297,0.32,0.458,0.778,0.161,0.1125226860254083
4202,130,73,0.249,0.319,0.438,0.757,0.189,0.0051282051282051
4203,170,92,0.263,0.318,0.431,0.749,0.168,0.0099290780141843
4204,150,92,0.261,0.321,0.428,0.749,0.167,0.050314465408805
4205,124,60,0.243,0.299,0.378,0.677,0.135,0.0088495575221238
4206,123,87,0.251,0.311,0.435,0.745,0.184,0.0018281535648994
4207,163,96,0.283,0.308,0.435,0.743,0.151,0.0597014925373134
4208,151,56,0.274,0.323,0.388,0.711,0.114,0.0601001669449081
4209,119,59,0.256,0.334,0.343,0.677,0.086,0.0458891013384321
4210,121,64,0.249,0.321,0.367,0.688,0.118,0.0183150183150183
4211,190,76,0.29,0.375,0.533,0.907,0.243,0.0972037283621837
4212,214,97,0.343,0.417,0.483,0.9,0.14,0.1006993006993007
4213,140,117,0.308,0.439,0.659,1.097,0.35,0.1117021276595744
4214,181,84,0.347,0.429,0.507,0.936,0.159,0.1398026315789473
4215,174,85,0.32,0.4,0.519,0.92,0.199,0.1254019292604501
4216,185,106,0.303,0.357,0.542,0.899,0.239,0.1152141802067946
4217,224,49,0.322,0.37,0.416,0.786,0.094,0.1023936170212766
4218,160,137,0.287,0.413,0.636,1.049,0.349,0.1209912536443148
4219,214,100,0.33,0.379,0.498,0.878,0.168,0.1142454160789844
4220,141,109,0.288,0.416,0.598,1.014,0.31,0.0475409836065573
4221,183,77,0.305,0.348,0.482,0.83,0.177,0.0888208269525268
4222,166,89,0.268,0.328,0.465,0.792,0.197,0.0558002936857562
4223,147,49,0.319,0.39,0.479,0.869,0.161,0.1025145067698259
4224,129,93,0.277,0.374,0.492,0.867,0.215,0.036697247706422
4225,145,56,0.295,0.364,0.446,0.81,0.151,0.1159420289855072
4226,137,83,0.253,0.313,0.463,0.776,0.21,0.021630615640599
4227,138,91,0.275,0.343,0.479,0.822,0.204,0.0732142857142857
4228,155,68,0.26,0.335,0.438,0.773,0.178,-0.0368188512518409
4229,194,79,0.313,0.371,0.495,0.866,0.182,0.1043478260869565
4230,141,95,0.254,0.372,0.493,0.864,0.239,0.0223214285714285
4231,154,94,0.283,0.323,0.506,0.828,0.222,0.1348122866894198
4233,166,121,0.29,0.392,0.523,0.914,0.233,0.0534124629080118
4234,169,80,0.285,0.359,0.482,0.841,0.197,0.1400894187779433
4235,133,45,0.29,0.352,0.373,0.725,0.083,0.0648854961832061
4236,200,116,0.329,0.382,0.552,0.934,0.222,0.1383458646616541
4237,177,110,0.282,0.371,0.514,0.886,0.232,0.0687757909215956
4238,181,123,0.289,0.353,0.516,0.869,0.227,0.0844062947067239
4239,136,104,0.252,0.355,0.513,0.868,0.261,0.056782334384858
4240,217,103,0.314,0.356,0.459,0.814,0.145,0.088235294117647
4241,117,72,0.241,0.351,0.435,0.786,0.194,0.0381944444444444
4242,151,81,0.287,0.358,0.457,0.815,0.171,0.0665557404326123
4243,158,109,0.284,0.362,0.504,0.867,0.221,0.0661417322834645
4244,161,55,0.286,0.347,0.41,0.757,0.124,0.1047619047619047
4245,170,120,0.315,0.385,0.622,1.006,0.306,0.0965630114566284
4246,113,113,0.253,0.413,0.558,0.971,0.305,0.082901554404145
4247,177,113,0.313,0.381,0.551,0.932,0.239,0.0902021772939346
4248,144,102,0.321,0.439,0.619,1.058,0.298,0.07168458781362
4249,154,74,0.296,0.357,0.456,0.812,0.16,0.0541958041958041
4250,164,69,0.3,0.332,0.437,0.769,0.137,0.0568965517241379
4251,163,50,0.295,0.367,0.342,0.709,0.047,0.0734824281150159
4252,181,93,0.316,0.391,0.465,0.856,0.149,0.0874233128834355
4253,147,76,0.291,0.332,0.451,0.783,0.16,0.1088560885608856
4254,159,72,0.279,0.381,0.429,0.81,0.149,0.0544117647058823
4255,163,52,0.297,0.331,0.409,0.74,0.111,0.1006825938566552
4256,171,72,0.282,0.335,0.404,0.738,0.122,0.1362962962962963
4257,163,80,0.284,0.339,0.475,0.814,0.19,0.1362916006339144
4258,159,50,0.291,0.349,0.386,0.735,0.095,0.0676567656765676
4259,126,114,0.27,0.381,0.545,0.926,0.275,0.0822898032200357
4260,165,78,0.342,0.365,0.525,0.89,0.183,0.1279527559055118
4261,156,107,0.264,0.338,0.504,0.842,0.24,-0.0075414781297134
4262,155,98,0.278,0.336,0.49,0.826,0.212,0.0523731587561374
4263,173,49,0.296,0.358,0.37,0.728,0.074,0.0874233128834355
4264,143,62,0.291,0.351,0.448,0.799,0.157,0.0793357933579335
4265,150,64,0.295,0.333,0.436,0.769,0.141,0.0607734806629834
4266,181,92,0.312,0.372,0.508,0.88,0.196,0.0859375
4267,156,67,0.281,0.352,0.422,0.774,0.141,0.0462519936204146
4268,129,50,0.28,0.36,0.391,0.752,0.111,0.0973282442748091
4269,161,47,0.289,0.31,0.403,0.713,0.115,0.0958904109589041
4270,146,23,0.292,0.35,0.344,0.694,0.052,0.0869565217391304
4271,170,79,0.282,0.319,0.405,0.723,0.123,0.0671755725190839
4272,177,104,0.298,0.35,0.477,0.827,0.179,0.0804953560371517
4273,171,83,0.274,0.342,0.391,0.733,0.117,0.0539007092198581
4274,165,59,0.296,0.325,0.418,0.743,0.122,0.1207482993197278
4275,123,55,0.273,0.334,0.384,0.718,0.111,0.0278330019880715
4276,161,62,0.267,0.336,0.376,0.712,0.109,0.048316251830161
4277,132,55,0.267,0.326,0.391,0.717,0.123,0.0328467153284671
4278,181,59,0.285,0.345,0.361,0.706,0.076,0.0711237553342816
4279,137,45,0.261,0.33,0.353,0.684,0.092,0.0439189189189189
4280,138,92,0.255,0.301,0.482,0.783,0.227,0.0478632478632478
4281,152,85,0.28,0.323,0.433,0.756,0.153,0.0255102040816326
4282,146,68,0.257,0.323,0.385,0.708,0.128,-0.0379746835443038
4283,117,64,0.272,0.374,0.437,0.811,0.165,0.0616302186878727
4284,157,89,0.266,0.325,0.401,0.726,0.135,0.0356037151702786
4285,138,59,0.275,0.332,0.386,0.719,0.112,0.0734767025089605
4286,111,54,0.234,0.259,0.333,0.592,0.099,-0.0298210735586481
4288,216,139,0.363,0.434,0.595,1.029,0.232,0.1767304860088365
4289,185,74,0.302,0.361,0.552,0.913,0.25,0.0961538461538461
4290,174,78,0.277,0.39,0.462,0.852,0.185,0.03475935828877
4291,182,117,0.332,0.445,0.621,1.066,0.29,0.1514242878560719
4292,238,68,0.351,0.396,0.431,0.827,0.08,0.09375
4293,138,121,0.282,0.411,0.627,1.037,0.345,0.0539215686274509
4294,171,90,0.338,0.426,0.543,0.97,0.206,0.0950764006791171
4295,169,114,0.301,0.374,0.505,0.879,0.205,0.103875968992248
4296,200,67,0.341,0.388,0.458,0.846,0.118,0.1918876755070203
4297,191,85,0.297,0.354,0.498,0.852,0.201,0.1195499296765119
4298,180,57,0.29,0.377,0.432,0.808,0.142,0.0879888268156424
4299,192,86,0.301,0.345,0.397,0.742,0.096,0.115549215406562
4300,189,97,0.306,0.353,0.488,0.841,0.182,0.1121076233183856
4301,142,82,0.3,0.386,0.508,0.894,0.209,-0.0328467153284671
4302,191,120,0.324,0.378,0.501,0.879,0.177,0.1041347626339969
4303,161,76,0.276,0.336,0.441,0.777,0.165,0.0700934579439252
4304,141,60,0.268,0.33,0.382,0.712,0.114,0.0710659898477157
4305,191,112,0.3,0.362,0.485,0.848,0.185,0.076056338028169
4306,152,83,0.288,0.39,0.453,0.843,0.165,0.0528
4307,141,78,0.262,0.381,0.455,0.836,0.193,0.0182094081942336
4308,146,58,0.33,0.393,0.432,0.825,0.102,0.0656063618290258
4309,165,50,0.317,0.38,0.442,0.823,0.125,0.1583476764199655
4310,206,73,0.322,0.388,0.452,0.84,0.13,0.0798319327731092
4311,119,96,0.275,0.41,0.563,0.973,0.287,-0.001865671641791
4312,171,101,0.283,0.369,0.445,0.814,0.162,0.0987124463519313
4313,177,78,0.291,0.333,0.459,0.792,0.168,0.0776255707762557
4314,167,102,0.296,0.357,0.502,0.859,0.206,0.092063492063492
4315,184,80,0.315,0.355,0.466,0.82,0.151,0.0606060606060606
4316,135,43,0.265,0.339,0.361,0.699,0.096,0.0596491228070175
4317,186,125,0.324,0.403,0.547,0.95,0.223,0.1515151515151515
4318,172,107,0.287,0.334,0.505,0.839,0.218,0.103076923076923
4319,140,34,0.285,0.359,0.411,0.77,0.126,0.0107334525939177
4320,131,75,0.265,0.378,0.462,0.839,0.196,0.1382799325463743
4321,156,103,0.285,0.367,0.488,0.855,0.203,0.1324921135646687
4322,164,99,0.276,0.319,0.482,0.802,0.207,0.081377151799687
4323,159,78,0.27,0.339,0.437,0.776,0.167,0.0241691842900302
4324,101,82,0.256,0.408,0.504,0.912,0.248,-0.1143984220907297
4325,131,68,0.296,0.372,0.467,0.84,0.172,0.1417322834645669
4326,111,68,0.255,0.367,0.421,0.787,0.166,-0.0579150579150579
4327,127,61,0.263,0.355,0.441,0.796,0.178,0.1007067137809187
4328,155,60,0.285,0.353,0.41,0.763,0.125,-0.0049342105263157
4329,139,61,0.287,0.322,0.433,0.755,0.146,0.1052631578947368
4330,149,59,0.286,0.343,0.434,0.777,0.148,0.0451388888888888
4331,144,63,0.27,0.351,0.396,0.747,0.126,0.0909090909090909
4332,151,81,0.276,0.356,0.433,0.79,0.157,0.0465489566613162
4333,145,100,0.266,0.385,0.451,0.837,0.185,0.0242057488653555
4334,160,111,0.271,0.343,0.492,0.834,0.22,0.0868263473053892
4335,172,99,0.29,0.353,0.46,0.813,0.17,0.0288315629742033
4336,128,58,0.274,0.341,0.418,0.759,0.143,0.0417457305502846
4337,134,60,0.247,0.314,0.411,0.725,0.164,-0.0366056572379367
4338,157,58,0.26,0.351,0.372,0.722,0.112,0.0896159317211948
4339,201,94,0.315,0.366,0.418,0.783,0.103,0.0289017341040462
4340,126,64,0.27,0.373,0.423,0.796,0.152,0.0525362318840579
4341,152,81,0.296,0.357,0.442,0.799,0.146,0.0966608084358523
4342,147,95,0.277,0.377,0.48,0.857,0.203,0.0400641025641025
4343,143,80,0.245,0.304,0.402,0.706,0.158,0.0809968847352024
4344,155,72,0.27,0.341,0.43,0.771,0.16,-0.0154559505409582
4345,120,71,0.236,0.312,0.376,0.688,0.14,-0.0779896013864818
4346,142,90,0.259,0.351,0.49,0.841,0.231,0.0534591194968553
4347,126,34,0.293,0.391,0.344,0.735,0.051,0.0231660231660231
4348,155,67,0.289,0.308,0.418,0.725,0.129,0.1305903398926654
4349,141,63,0.281,0.294,0.42,0.714,0.139,-0.0019417475728155
4350,130,72,0.252,0.323,0.419,0.742,0.167,0.0414507772020725
4351,124,45,0.269,0.304,0.386,0.69,0.117,0.0715705765407554
4352,136,47,0.267,0.284,0.356,0.64,0.088,0.0261194029850746
4353,143,88,0.296,0.388,0.493,0.881,0.197,0.0808435852372583
4354,172,59,0.314,0.381,0.394,0.775,0.08,0.0848
4355,167,48,0.29,0.345,0.394,0.739,0.104,0.0857142857142857
4356,167,105,0.291,0.351,0.48,0.831,0.188,0.0691823899371069
4357,154,72,0.28,0.337,0.442,0.778,0.162,0.0580431177446102
4358,124,50,0.263,0.309,0.403,0.712,0.14,0.0510805500982318
4359,99,25,0.21,0.291,0.271,0.562,0.061,-0.0261194029850746
4360,121,63,0.254,0.365,0.42,0.785,0.166,0.0231316725978647
4361,120,68,0.234,0.284,0.394,0.678,0.16,-0.0301953818827708
4362,140,61,0.289,0.359,0.483,0.842,0.194,0.0351201478743068
4363,149,73,0.273,0.327,0.391,0.718,0.117,0.0620915032679738
4364,135,73,0.237,0.294,0.349,0.643,0.112,0.0555555555555555
4365,186,93,0.288,0.316,0.408,0.723,0.119,-0.0161527165932452
4366,132,62,0.252,0.284,0.355,0.639,0.103,0.0427807486631016
4367,129,78,0.254,0.317,0.486,0.804,0.232,0.0409982174688057
4368,170,90,0.268,0.374,0.502,0.876,0.233,0.0644295302013422
4370,176,85,0.328,0.413,0.451,0.864,0.123,0.1453396524486571
4371,168,115,0.312,0.39,0.569,0.958,0.257,0.0950080515297906
4372,182,87,0.306,0.406,0.491,0.897,0.185,0.0889526542324246
4373,154,103,0.302,0.392,0.573,0.965,0.271,0.0925925925925925
4374,122,85,0.272,0.343,0.531,0.874,0.259,0.0098425196850393
4375,185,79,0.291,0.337,0.461,0.798,0.17,0.0713245997088791
4376,165,71,0.319,0.375,0.517,0.892,0.199,0.1680960548885077
4377,181,57,0.296,0.378,0.45,0.828,0.154,0.1008522727272727
4378,145,67,0.273,0.383,0.401,0.784,0.128,-0.0015625
4379,138,100,0.288,0.394,0.571,0.965,0.283,0.1388400702987697
4380,133,77,0.321,0.436,0.563,0.999,0.242,0.0411764705882352
4381,190,130,0.304,0.371,0.53,0.901,0.226,0.0625
4382,213,42,0.31,0.361,0.386,0.747,0.076,0.0947930574098798
4383,155,47,0.28,0.336,0.394,0.729,0.114,0.0919540229885057
4384,155,66,0.28,0.365,0.494,0.858,0.213,0.0985691573926868
4385,182,108,0.304,0.36,0.552,0.912,0.247,0.1346444780635401
4386,148,77,0.266,0.327,0.457,0.784,0.191,0.0637254901960784
4387,148,42,0.279,0.346,0.37,0.716,0.091,0.0306122448979591
4388,121,102,0.247,0.377,0.494,0.871,0.247,-0.0543657331136738
4389,168,71,0.303,0.375,0.461,0.836,0.159,0.0995184590690208
4390,179,69,0.3,0.363,0.408,0.771,0.107,0.0628742514970059
4391,187,129,0.3,0.374,0.499,0.873,0.199,0.1207865168539325
4392,167,89,0.276,0.331,0.473,0.804,0.197,0.0707831325301204
4393,186,57,0.281,0.334,0.371,0.705,0.089,0.0876712328767123
4394,125,22,0.276,0.367,0.318,0.685,0.042,0.0153846153846153
4395,146,104,0.285,0.342,0.483,0.826,0.199,0.1070175438596491
4396,178,58,0.307,0.35,0.417,0.768,0.11,0.1462639109697933
4397,172,48,0.274,0.349,0.38,0.729,0.105,0.007072135785007
4398,138,60,0.267,0.341,0.356,0.697,0.089,0.0709459459459459
4399,186,110,0.293,0.358,0.479,0.837,0.186,0.0622347949080622
4400,103,41,0.233,0.321,0.373,0.694,0.14,0.04930966469428
4401,149,59,0.258,0.296,0.36,0.657,0.102,-0.0407166123778501
4402,180,127,0.292,0.349,0.537,0.887,0.245,0.0497076023391812
4403,159,73,0.307,0.366,0.452,0.818,0.145,0.0745233968804159
4404,128,59,0.26,0.351,0.432,0.783,0.172,0.0070052539404553
4405,113,96,0.247,0.373,0.502,0.876,0.255,0.015929203539823
4406,153,78,0.278,0.344,0.466,0.81,0.189,0.0608552631578947
4407,183,82,0.284,0.339,0.402,0.741,0.118,0.0607344632768361
4408,191,89,0.297,0.322,0.443,0.764,0.146,0.1048034934497816
4409,111,77,0.231,0.375,0.476,0.851,0.245,-0.1137123745819397
4410,122,65,0.257,0.336,0.472,0.807,0.215,0.0354477611940298
4411,164,91,0.303,0.365,0.521,0.886,0.218,0.115
4412,178,103,0.317,0.376,0.494,0.869,0.176,0.0818619582664526
4413,123,90,0.245,0.362,0.503,0.865,0.258,0.0132890365448504
4414,180,100,0.296,0.371,0.471,0.843,0.176,0.0789473684210526
4415,147,69,0.27,0.358,0.419,0.777,0.149,0.0111111111111111
4416,129,57,0.27,0.311,0.4,0.711,0.13,-0.0194552529182879
4417,172,96,0.292,0.344,0.541,0.885,0.249,0.1069767441860465
4418,163,84,0.293,0.325,0.433,0.758,0.14,0.057335581787521
4419,95,47,0.218,0.305,0.342,0.647,0.124,-0.0938123752495009
4420,132,61,0.237,0.296,0.349,0.645,0.112,0.028099173553719
4421,150,60,0.281,0.312,0.416,0.728,0.135,0.0701754385964912
4422,109,69,0.219,0.332,0.41,0.743,0.191,-0.0051020408163265
4423,136,55,0.27,0.317,0.382,0.699,0.111,0.0712979890310786
4424,139,77,0.29,0.317,0.475,0.792,0.185,0.0962671905697446
4425,119,65,0.257,0.308,0.406,0.714,0.149,0.04930966469428
4426,101,47,0.226,0.327,0.348,0.674,0.121,-0.017208413001912
4427,126,78,0.272,0.335,0.471,0.805,0.199,0.058027079303675
4428,105,62,0.24,0.344,0.438,0.783,0.199,0.0408560311284046
4429,162,72,0.271,0.305,0.41,0.715,0.139,0.0899053627760252
4430,156,51,0.279,0.3,0.392,0.691,0.113,0.1186440677966101
4431,135,90,0.273,0.346,0.404,0.75,0.131,0.019538188277087
4432,124,72,0.234,0.323,0.394,0.717,0.16,0.040983606557377
4433,146,59,0.255,0.313,0.402,0.715,0.147,-0.0240770465489566
4434,158,97,0.264,0.3,0.438,0.738,0.174,0.0363349131121642
4435,167,69,0.29,0.336,0.405,0.741,0.115,0.0272873194221508
4436,149,91,0.297,0.405,0.543,0.948,0.246,0.0818030050083472
4438,164,113,0.281,0.364,0.526,0.889,0.245,0.0551415797317436
4439,212,66,0.334,0.406,0.465,0.871,0.131,0.0879888268156424
4440,183,54,0.298,0.395,0.393,0.789,0.096,0.0576131687242798
4441,160,70,0.283,0.339,0.425,0.764,0.142,0.0095389507154213
4442,150,94,0.305,0.413,0.548,0.961,0.242,0.064625850340136
4443,185,68,0.305,0.364,0.452,0.816,0.147,0.0714285714285714
4444,225,46,0.352,0.386,0.465,0.851,0.113,0.0929203539823008
4445,160,66,0.32,0.389,0.49,0.879,0.17,0.0899470899470899
4446,178,122,0.292,0.383,0.565,0.948,0.273,0.1046676096181046
4447,198,103,0.324,0.396,0.547,0.942,0.223,0.0832116788321167
4448,175,86,0.3,0.394,0.489,0.883,0.189,0.0
4449,126,68,0.279,0.392,0.522,0.914,0.243,0.0612244897959183
4450,185,72,0.296,0.371,0.447,0.819,0.152,0.1876750700280112
4451,142,119,0.267,0.384,0.537,0.921,0.269,0.0141065830721003
4452,143,86,0.253,0.327,0.488,0.814,0.235,0.1421875
4453,162,60,0.282,0.379,0.409,0.789,0.127,0.1073529411764705
4454,127,100,0.286,0.402,0.532,0.933,0.245,0.0542056074766355
4455,180,68,0.311,0.392,0.415,0.807,0.104,0.0621301775147929
4456,195,108,0.286,0.33,0.499,0.829,0.213,0.106267029972752
4457,135,90,0.299,0.366,0.508,0.873,0.208,0.0612648221343873
4458,157,58,0.312,0.353,0.423,0.776,0.111,0.0953237410071942
4459,142,53,0.293,0.348,0.407,0.755,0.114,0.0767790262172284
4460,173,108,0.306,0.355,0.569,0.924,0.263,0.0771704180064308
